카테고리,제목,본문,이미지목록,URL
2in1 에어컨,[LG 에어컨/에어케어] 전원코드가 파손되었어요. 어떻게 해야 하나요?,"전원코드가 파손된 경우, 반드시 전문 서비스매니저의 점검이 필요합니다. 가까운 LG전자
서비스센터를 방문하시거나 출장 서비스를 예약해 주세요.
전원코드가 파손되었을 때 바로 해야 할 일은?
1. 제품의 전원을 즉시 차단하고 콘센트에서 플러그를 분리하세요.
2.
손상 부위를 직접 만지거나 수리하지 마세요.
감전 위험이 있습니다.
3.
LG전자 서비스센터
에 점검을 요청하세요.
서비스센터 방문 전 알아 두면 좋은 점
가까운
서비스센터로 내방
하시거나
방문 접수(출장 서비스)
를 신청할 수 있습니다.
방문 전
예약을 완료하면 대기 시간을 줄일 수 있습니다.
유상 수리 기준은 어떻게 되나요?
전원코드나 외관 파손은
부품 교체 또는 수리
가 필요하므로
유상 서비스
로 진행됩니다.
정확한 비용은 서비스매니저의 점검 후 안내됩니다.
자주 묻는 질문 (FAQ)
Q.
전원코드가 살짝 벗겨졌는데 테이프로 감아도 되나요?
A.
아닙니다. 임의로 수리하거나 테이프를 감는 것은 감전 및
화재 위험이 있습니다. 반드시 서비스센터 점검을 받으세요.
Q.
에어컨 배관 테이프가 찢어졌어요.
A.
[LG 에어컨 호스] 배관 테이프 또는 단열재가 벗겨지거나 찢어졌어요
콘텐츠를 참고하세요.
이 콘텐츠는 공용으로 제작되어 구입한 제품과 다른 이미지나 내용이 포함되어 있을 수 있습니다.",TttMUivn0LsA2dN1T2xw.jpg,https://www.lge.co.kr/support/solutions-20150470815517?category=CT50019183&subCategory=CT50019184&categoryNm=%EC%97%90%EC%96%B4%EC%BB%A8/%ED%99%98%EA%B8%B0&subCategoryNm=2in1%20%EC%97%90%EC%96%B4%EC%BB%A8&sort=update&page=7&seq=61
2in1 에어컨,"[LG 에어컨 날개] 토출구(날개) 작동이 안되요, 열리지 않아요","이렇게 해보세요.
에어컨 전원을 껐다가 다시 켜주세요.
또는 차단기를 내렸다 다시 올려주세요.
제품이 초기화되면서 날개가 정상 위치를 다시 찾아갈 수 있습니다.
바람 날개 및 부품이 작동하는 곳에 보호 비닐 또는 이물질이 끼여 있는지 확인해주세요.
바람 날개와 부품이 작동하는 곳에 보호 비닐 또는 이물질이 끼어 있는지 확인해주세요.
이물질이 끼어 있는 경우 이물질을 제거해주세요.
리모컨을 사용하여 작동 확인해 주세요.
➔
리모콘의 상하바람, 좌우바람 버튼 작동식 부저음과 함께 날개가 움직입니다.
➔
날개가 작동 안될시 전원 OFF 후 차단기 및 전원 코드를 빼고 10초뒤 다시
연결해 주세요
➔
상하바람, 좌우바람 버튼 작동시에도 날개가 작동이 안될때는 손으로 날개를 잡고
흔들어 보세요.
➔
손으로 흔들었을시 힘없이 날개가 움직인다면 날개 고정부가 파손이 되었거나
빠져있을 수 있습니다
이후에도 동일 증상이 반복되거나 증상이 해결되지 않는다면 전문 서비스매니저의 점검이 필요합니다.
홈페이지 내 [서비스매니저 출장 예약]에서 원하는 날짜와 시간을 선택하여 서비스 신청이 가능합니다. (서비스고객센터 1544-7777)
출장 서비스 예약 | LG전자
고객지원(lge.co.kr)
이 콘텐츠는 공용으로 제작되어 구입한 제품과 다른 이미지나 내용이 포함되어
있을 수 있습니다.","vXYXT6pr57McHndsnXPzA.jpg, Thh8XbbLUXxyQENQGG23Fw.jpg",https://www.lge.co.kr/support/solutions-1303284104968?category=CT50019183&subCategory=CT50019184&categoryNm=%EC%97%90%EC%96%B4%EC%BB%A8/%ED%99%98%EA%B8%B0&subCategoryNm=2in1%20%EC%97%90%EC%96%B4%EC%BB%A8&sort=update&page=10&seq=91
2in1 에어컨,[LG 에어컨 청소][휘센타워] 먼지통 비움 알림 해제 방법 및 청소방법 (필터클린봇),"더 자세히 알아볼까요?
제품 표시창에 [필터클린봇의 먼지 통을 비워주세요.] 또는 [먼지통을 비워주세요.] 안내는 제품 운전 시간을 고려하여 먼지통 비움 시기를 알려주는 기능입니다.
이렇게 해보세요.
먼지통 비움 알람 매번 들어올 때마다 번거롭다면 리모컨으로 해제가 가능합니다.
리모컨으로 해제 방법
→ 필터클린봇 먼지통 및 필터를 청소해 주세요. [청소 주기 6개월 1회]
1. 실내기 뒷면의 필터 클린봇 옆에 있는 먼지통을 꺼내주세요.
2. 먼지통에 쌓인 먼지를 털어낸 다음 먼지통 덮개를 열어주세요.
3. 비워진 먼지통 덮개를 열고 먼지통 필터를 꺼내주세요.
4. 먼지통 필터는 진공청소기 또는 부드러운 청소용 솔을 이용하여 깨끗이 청소해 주세요.
참고해주세요!
먼지통 필터는 물 청소 불가합니다.
5. 먼지 통은 부드러운 청소용 솔을 이용하거나 흐르는 물로 깨끗이 씻어주세요.
먼지 통을 물로 씻은 경우 바람이 잘 통하고 그늘진 곳에서 완전히 말려주세요.
먼지통 청소 후 알림 해제 방법
※ 먼지통 필터는 가까운 서비스센터 및
소모품샵
에서 구매가 가능합니다.
도움이 더 필요한가요?
LG전자 홈페이지의 고객 지원 메뉴에서
[이메일 문의 / 전화상담 예약]
메뉴를 이용해보세요.
[출장 서비스 예약]
을 통해서는 전문 서비스매니저의 정확한 진단과 점검을 받을 수 있어요.
이 콘텐츠는 공용으로 제작되어 구입한 제품과 다른 이미지나 내용이 포함되어 있을 수 있습니다.","DJRRTqjfzTCwzOfIJPCKew.jpg, wPF7f40P3rrCPjhinLDdQ.jpg, e5vmVmWLrqGpnYIza1Y10g.jpg, Gob3FiuLVkoDCTtZn8rm5Q.jpg",https://www.lge.co.kr/support/solutions-20152461592732?category=CT50019183&subCategory=CT50019184&categoryNm=%EC%97%90%EC%96%B4%EC%BB%A8/%ED%99%98%EA%B8%B0&subCategoryNm=2in1%20%EC%97%90%EC%96%B4%EC%BB%A8&sort=update&page=12&seq=117
2in1 에어컨,[LG 에어컨 에러코드] 실내기 버튼을 누르면 표시창이 잠깐 표시되다가 다시 꺼져요,"이런 원인/증상이 있나요?
화면 밝기 설정이 OFF 또는 0%로 설정 되었어요.
더 자세히 알아볼까요?
화면 밝기 설정 상태를 확인해 주세요.
화면 밝기가 60% 설정 또는 0% 설정[꺼짐] 설정되어 있으면, 제품 표시창의 글씨가 연하게
보이거나, 표시되지 않는 것처럼 보일 수 있습니다.
잠깐! 더 알아보세요.
디스플레이 OFF 기능이란?
취침 예약 운전 외 기능을 취침 시간에 사용 시 디스플레이 밝기 때문에 불편을 느끼는 고객을
위한 디스플레이 OFF 기능입니다.
온도/바람 세기 등 변경을 하면 변경된 상태 10초 표시 후 디스플레이가 OFF 됩니다.
설정 변경 시 디스플레이 표시가 된다면 불량이 아닙니다.
이렇게 해보세요.
리모컨으로 본체 화면 밝기 조정하기
➔
뷰/쿨
1. 리모컨의 파워바람 버튼을 3초 동안 누르세요.
2. 파워바람 버튼을 3초 동안 누를 때마다 화면 켜짐↔화면 꺼짐으로 바뀝니다.
밝기버튼: 리모컨의 밝기 버튼을 누르세요.
밝기 버튼을 누를 때마다 ON↔OFF 로 바뀝니다.
설정버튼:
1. 오른쪽 하단부의 톱니바퀴모양의 설정 버튼을 누르세요.
2. 리모컨의 < >버튼을 눌러 화면밝기를 선택한 다음 리모컨의 확인 버튼을 누르세요.
3. < > 버튼을 눌러 원하는 설정을 선택한 다음 확인 버튼을 누르세요.
4. < > 버튼을 누를 때마다 100%↔
OFF↔20%↔40%↔60%↔80%↔100% 로 바뀝니다.
➔
휘센타워
1. 설정/OK 버튼을 눌러주세요.
2. 기기라는 문구가 나올 때까지 오른쪽 버튼을 눌러주세요.
3. 기기라는 문구가 나왔을 때 다시 설정/OK(중앙) 버튼을 눌러주세요.
4. 기기에서 화면 밝기라는 문구가 나올 때까지 오른쪽 버튼을 눌러주세요.
5. 화면 밝기라는 문구가 나왔을 때 다시 설정/OK(중앙) 버튼을 눌러주세요.
6. 오른쪽 버튼을 누를 때마다 꺼짐-20-40-60-80-100% 순으로 변경됩니다.
7. 원하시는 밝기 선택 후 설정/OK(중앙) 버튼을 눌러주시면 적용이 완료됩니다.
※
안내한 방법으로 해도 안되는 경우 전원 코드를 완전히 분리
후 5분 뒤 전원코드를 새로 꽂아주세요.
➔
듀얼
듀얼 제품은 2가지 리모컨 타입이 있어요.
1번 리모컨
1. 설정 버튼을 누를 때마다 자동 건조-감도-화면 순으로 변경됩니다.
2. 화면에서
버튼을 눌러 밝기를 설정해 주세요.
2번 리모컨
자동 건조 설정 버튼을 3초간 눌러 화면을 끄고 켤 수 있습니다.
칸/위너
화면 밝기 버튼을 3초간 눌러 화면을 끄고 켤 수 있습니다.
잠깐! 더 알아보세요.
자동 건조 실행 시에는 자동 건조 진행 단계를 표시하므로 화면이 꺼지지 않습니다. (열대야
취침 제외)
화면 꺼짐/밝기 설정된 채로 전원 버튼을 눌러 OFF시 에어컨을 다시 ON 해야 설정이 유지됩니다.
본체 화면 밝기 조정하기
[바람 세기] + [온도 조절 아래] 버튼을 동시에 3초 눌러주세요.
표시창 꺼짐, 켜짐 설정이 가능해요.
화면 밝기 꺼짐 설정 시, [OF] 표시
➔
일부 제품은 화면 밝기가 0%[꺼짐] 상태가 되면, [OF] 표시가
나타납니다.
이 콘텐츠는 공용으로 제작되어 구입한 제품과 다른 이미지나 내용이 포함되어 있을 수 있습니다.","IXMlJRBZSHxh9v8fwRAyQ.jpg, EYkpVU3o4SYkGSZi7SuQ.jpg, 4mD3HrOLSd1RRKBHxV3ZlQ.jpg, N9a4BR5pwy3TxE1TLF8eaQ.jpg, AV8B4x2VOIri1OH8YkbTng.jpg, eeONoNeGSMAZ4tHOYpWug.jpg, SLuG8KgNjMxeNae33Yd3zA.jpg, PRl8N7yhRjmNUHKwfB4uw.jpg, JXX7wRayOVUAeZGjBXLw.jpg",https://www.lge.co.kr/support/solutions-20150674136709?category=CT50019183&subCategory=CT50019184&categoryNm=%EC%97%90%EC%96%B4%EC%BB%A8/%ED%99%98%EA%B8%B0&subCategoryNm=2in1%20%EC%97%90%EC%96%B4%EC%BB%A8&sort=update&page=2&seq=16
2in1 에어컨,[LG] 손쉬운 설명 – 영상상담 연결방법,"1. 영상상담은 통화중에 사용이 가능하기때문에 스피커폰으로 변경하고 문자를 확인합니다.
2. 1544-7777 번호로 온 문자를 확인하고 링크를 선택합니다.
3. 영상상담 연결을 위한 약관에 동의합니다.",,https://www.lge.co.kr/support/solutions-20154869095479?category=CT50019183&subCategory=CT50019184&categoryNm=%EC%97%90%EC%96%B4%EC%BB%A8/%ED%99%98%EA%B8%B0&subCategoryNm=2in1%20%EC%97%90%EC%96%B4%EC%BB%A8&sort=update&page=12&seq=116
2in1 에어컨,[LG 에어컨 소음] 매립 배관에서 물 흐르는 소리가 나요,"1. [냉방] 버튼을 누른 다음 물 흐르는 소리가 나는지 확인해주세요.
2. [공기청정] 또는 [송풍] 버튼을 누른 다음 같은 소리가 나는지 확인해주세요.
3. 냉매가 실외기까지 이동하는 냉방 기능을 사용할 때만 소리가 들린다면 매립 배관에서 나는 소리입니다. 아래의 해결 방법을 확인해주세요.",,https://www.lge.co.kr/support/solutions-20150154049124?category=CT50019183&subCategory=CT50019184&categoryNm=%EC%97%90%EC%96%B4%EC%BB%A8/%ED%99%98%EA%B8%B0&subCategoryNm=2in1%20%EC%97%90%EC%96%B4%EC%BB%A8&sort=update&page=9&seq=86
2in1 에어컨,[LG 에어컨 누수] 에어컨에 토출구에 물방울 또는 이슬이 맺혀요,"냉방 기능을 이용할 때 에어컨의 바람이 나오는 곳 주변에 물방울이 맺히나요?
이런 원인/증상이 있나요?
극세 필터에 먼지가 있어요.
장마철이라 실내 습도가 높아요.
무더위 때문에 실내 온도가 높아요.
더 자세히 알아볼까요?
냉방 기능을 사용하면 실내의 따뜻한 공기와 에어컨에서 나오는 차가운 바람의 온도 차이 때문에 물이 생길 수 있습니다.
냉장고에서 막 꺼낸 물병에 물방울이 맺히는 것과 같아요.
특히 실내 습도가 높으면 공기 중에 있는 수분이 빠르게 뭉치기 때문에 자연스럽게 물이 더 많이 생길 수 있습니다.
이렇게 해보세요.
극세 필터를 청소한 지 한 달 이상이 지났나요?
→ 극세 필터를 청소해 주세요.
극세 필터를 청소한 지 한 달 이상이 지났다면 에어컨의 전원을 끄고 필터를 청소해 주세요.
제품에 따라 극세 필터가 들어 있는 위치와 분리하는 방법이 다릅니다.
사용설명서를 참고하여 극세 필터를 분리한 다음 청소기로 먼지를 빨아들이거나 부드러운 솔로 먼지를 닦아주세요.
※ 더 자세한 방법이 알고 싶다면
에어컨 내부 청소는 어떻게 하나요?
를 클릭해주세요.
실내 습도가 높은 곳에서 냉방 기능을 사용하나요?
→ 에어컨의 표면에 맺힌 물기를 마른 수건으로 닦아주세요.
실내 온도가 희망하는 온도에 가까워지면 물방울이 맺히는 현상도 사라집니다.
장마철에 문을 열어놓으면 실내 습도도 높아집니다.
이때 냉방 기능을 사용하면 공기 중의 물방울이 더 빠르게 뭉쳐 에어컨의 바람 나오는 부분에 물이 맺히거나 수증기가 뿜어지는 것처럼 보일 수 있어요.
실내 온도가 고객이 희망하는 낮은 온도에 도달하면 물이 맺히는 현상도 사라집니다.
실내 온도가 높은 곳에서 냉방 기능을 사용하나요?
→ 에어컨의 표면에 맺힌 물기를 마른 수건으로 닦아주세요.
실내 온도가 희망하는 온도에 가까워지면 물방울이 맺히는 현상도 사라집니다.
실내의 뜨거운 공기와 찬 바람의 온도 차이로 물방울이 생길 수 있는데요.
온도 차이가 클수록 에어컨의 바람 나오는 곳 주변에 물방울이 많이 맺힐 수 있어요.
실내 온도가 고객이 희망하는 낮은 온도에 도달하면 물이 맺히는 현상은 사라집니다.
도움이 더 필요한가요?
LG전자 홈페이지의 고객 지원 메뉴에서
[이메일 문의 / 전화상담 예약]
메뉴를 이용해보세요.
[출장 서비스 예약]
을 통해서는 전문 서비스매니저의 정확한 진단과 점검을 받을 수 있어요.
이 콘텐츠는 공용으로 제작되어 구입한 제품과 다른 이미지나 내용이 포함되어 있을 수 있습니다.",Z8oFZqQP4a3lMJasjORmA.jpg,https://www.lge.co.kr/support/solutions-20151511873819?category=CT50019183&subCategory=CT50019184&categoryNm=%EC%97%90%EC%96%B4%EC%BB%A8/%ED%99%98%EA%B8%B0&subCategoryNm=2in1%20%EC%97%90%EC%96%B4%EC%BB%A8&sort=update&page=13&seq=128
2in1 에어컨,[LG 에어컨] 실외기가 물에 잠겼는데 사용이 가능한가요?,"더 자세히 알아볼까요?
실외기 내부는 전기 구동 회로가 내장되어 있어 침수가 된 경우 누전 또는 기기 손상으로 이어질 수 있습니다.
이렇게 해보세요.
배관 연결 부위 높이보다 낮게 잠겼어요.
→ 배관 연결 부위 보다 낮게 잠겼다면 전원을 내리고 2~3일 건조 후 재사용 해주세요.
실외기 하단부는 전기 관련 부품이 없습니다.
배관 연결 부위 보다 높게 잠겼어요.
→ 침수 부위가 높다면 전원코드를 빼거나 차단기를 내린 후 전문 서비스매니저 방문 요청을 하여 점검을 받으셔야 합니다.
도움이 더 필요한가요?
LG전자 홈페이지의 고객 지원 메뉴에서
[이메일 문의 / 전화상담 예약]
메뉴를 이용해보세요.
[출장 서비스 예약]
을 통해서는 전문 서비스매니저의 정확한 진단과 점검을 받을 수 있어요.
이 콘텐츠는 공용으로 제작되어 구입한 제품과 다른 이미지나 내용이 포함되어 있을 수 있습니다.",mkDLbOjC2tKvfZg6g4zWzA.jpg,https://www.lge.co.kr/support/solutions-1004597?category=CT50019183&subCategory=CT50019184&categoryNm=%EC%97%90%EC%96%B4%EC%BB%A8/%ED%99%98%EA%B8%B0&subCategoryNm=2in1%20%EC%97%90%EC%96%B4%EC%BB%A8&sort=update&page=8&seq=72
2in1 에어컨,[LG 에어컨 리모컨] 리모컨으로 블루투스/와이파이 연결하고 싶어요,"더 자세히 알아볼까요?
블루투스 연결
아래 블루투스 연결 가능 리모컨 종류를 확인하고, 연결 방법을 확인하세요.
➔
블루투스 해제
바람 방향 버튼을 누른 상태에서 후면 건전지 장착부 리셋 버튼 1~3초 누른
        뒤 리셋 버튼에서 손을 떼주세요.
와이파이 설정
전원 버튼 3초 눌러 와이파이를 활성화하실 수 있습니다. (활성화 이후 ThinQ
        어플을 통해 제품 등록 진행이 가능합니다.)
리모컨 리셋
리모컨 후면 배터리 커버를 열어 리셋 버튼을 누르면 초기화할 수 있습니다.
이 콘텐츠는 공용으로 제작되어 구입한 제품과 다른 이미지나 내용이
        포함되어 있을 수 있습니다.","97buAktBRbQ3U5nNFhv9Q.jpg, kaV0W7eh67G6drvkp6027A.jpg, hJi2UOa4weSzKC0wNQkbSw.jpg",https://www.lge.co.kr/support/solutions-20152461900474?category=CT50019183&subCategory=CT50019184&categoryNm=%EC%97%90%EC%96%B4%EC%BB%A8/%ED%99%98%EA%B8%B0&subCategoryNm=2in1%20%EC%97%90%EC%96%B4%EC%BB%A8&sort=update&page=11&seq=104
2in1 에어컨,[LG 에어컨 오일] 에어컨에서 기름이 떨어져요,"더 자세히 알아볼까요?
설치 후 오일이 보였다면 설치 시 배관의 연결 부위가 부드럽게 하기 위해 오일을 묻혀 연결해요.
이때 외부로 흘러나오기도 합니다.
찬바람이 정상적으로 잘 나온다면 안심하셔도 됩니다.
이렇게 해보세요.
철거 시 배관 연결 부위에서 가스 윤활유가 흘러나와 있거나 설치 시 배관을 연결할 때 부드럽게 하기 위해 오일을 사용합니다.
찬바람이 정상적으로 잘 나온다면 먼저 오일을 닦아 내고 이후 계속 흐르는지 확인해 주세요.
만약 계속 기름이 누출된다면 배관 체결이 제대로 안된 부분으로 점검을 받으셔야 합니다.
설치 기간이 얼마 안 되었다면 설치 기사에게 연락해서 점검을 받으세요.
도움이 더 필요한가요?
LG전자 홈페이지의 고객 지원 메뉴에서
[이메일 문의 / 전화상담 예약]
메뉴를 이용해보세요.
[출장 서비스 예약]
을 통해서는 전문 서비스매니저의 정확한 진단과 점검을 받을 수 있어요.
이 콘텐츠는 공용으로 제작되어 구입한 제품과 다른 이미지나 내용이 포함되어 있을 수 있습니다.",shMBXpUi5tU6IHr9Dfkw.jpg,https://www.lge.co.kr/support/solutions-1004803?category=CT50019183&subCategory=CT50019184&categoryNm=%EC%97%90%EC%96%B4%EC%BB%A8/%ED%99%98%EA%B8%B0&subCategoryNm=2in1%20%EC%97%90%EC%96%B4%EC%BB%A8&sort=update&page=15&seq=144
2in1 에어컨,"[LG 에어컨 자동건조] 자동건조(SC, CO) 시간 설정은 어떻게 하나요?","더 자세히 알아볼까요?
실내 공기의 온도 및 습도 조건에 따라 제품 내부 열교환기 건조 상태는
차이가 날 수 있어요.
2020년 이후 제품의 자동건조 기능은 10분, 30분, 60분으로 동작 시간을
설정할 수 있습니다.
LCD 타입의 자동 건조 시간 설정 표시
자동건조 10분 설정 - ON (자동건조 10분)
해제 - OFF (자동건조 해제)
자동건조 30분 설정 - ON (자동건조 30분)
해제 - OFF (자동건조 해제)
자동건조 60분 설정 - ON (자동건조 60분)
해제 - OFF (자동건조 해제)
LCD 타입의 자동 건조 시간 설정 표시 리스트
설정 상태
자동 건조
10분 설정
해제
자동 건조
30분 설정
해제
자동 건조
60분 설정
해제
리모컨
변화
제품
표시창
변화
좌,우로 움직여 내용을 확인해 주세요.
LED 타입의 자동 건조 시간 설정 표시
자동건조 10분 설정 - 제품표시창 변화 Co10
해제 - 없음
자동건조 30분 설정 - 제품표시창 변화 Co30
해제 - 없음
자동건조 60분 설정 - 제품표시창 변화 Co60
해제 - 없음
LED 타입의 자동 건조 시간 설정 표시 리스트
설정 상태
자동 건조
10분 설정
해제
자동 건조
30분 설정
해제
자동 건조
60분 설정
해제
리모컨
변화
제품
표시창
변화
좌,우로 움직여 내용을 확인해 주세요.
이렇게 해보세요.
21년 (자동건조)
버튼으로 원하는 시간(10분/30분/60분)에 설정/ok버튼을 눌러주세요.
참고해주세요!
자동 건조 중 ‘중단’을 원할 경우, 건조시간 선택에서 ‘건조 중지’가
가능합니다.
22년 (AI건조)
➔
AI건조는 사용시간/실내습도에 따라
건조시간이 자동으로 설정됩니다.
23년 (AI건조+)
➔
AI건조+는 최소 10분에서 최대
60분내에서 건조시간이 자동으로 설정됩니다.
22년/24년/25년 (AI건조)
➔
AI건조는 10분/30분/60분 중에서
건조시간이 자동으로 설정됩니다.
듀얼, 칸/위너, 벽걸이 모델 리모컨 설정 방법
➔
[듀얼] A TYPE 리모컨
1. 설정 버튼을 누를 때마다 자동 건조-감도-화면 순으로 변경됩니다.
2. 화면에서
버튼을 눌러 자동 건조 원하는 시간 (10분/30분/60분) 을 설정해 주세요
➔
[듀얼] B TYPE 리모컨
자동 건조 설정 버튼을 눌러 자동 건조 시간을 설정할 수 있습니다.
➔
[듀얼] C TYPE 리모컨
AI건조 설정 버튼을 눌러 자동 건조 시간을 설정할 수 있습니다.
➔
칸/위너, LED타입 벽걸이 리모컨
자동건조 설정버튼을 눌러 자동건조 시간을 설정 할 수 있습니다.
➔
LCD타입 벽걸이 리모컨
1. 설정버튼을 누를때마다 자동건조-볼륨-감도 순으로 변경됩니다.
2. 화면에서
버튼을 눌러 자동건조 원하는 시간을 설정해주세요
이 콘텐츠는 공용으로 제작되어 구입한 제품과 다른 이미지나 내용이
포함되어 있을 수 있습니다.","sW9JcMNuRyUhBHqg7ByKxA.jpg, QWgNcq14TnOftp2Ml43Q.jpg, hDlbStPwRoODmznUaWcw.jpg, DyoqEhENQM2intR8gmvOQ.jpg",https://www.lge.co.kr/support/solutions-20151496190823?category=CT50019183&subCategory=CT50019184&categoryNm=%EC%97%90%EC%96%B4%EC%BB%A8/%ED%99%98%EA%B8%B0&subCategoryNm=2in1%20%EC%97%90%EC%96%B4%EC%BB%A8&sort=update&page=8&seq=78
2in1 에어컨,[LG 에어컨] 에어컨 에러코드를 어떻게 확인하나요,"더 자세히 알아볼까요?
벽걸이/스탠드 에어컨에서 에러 확인하는 방법
첫 번째 LED는 1의 자리 에러입니다.
두 번째 LED는 10의 자리 에러입니다.
(예 : 첫 번째 LED가 일정한 간격으로 5번 깜박이면 CH05 에러입니다.)
스탠드 에어컨에서 에러 확인하는 방법
(예 : CH → 2 → 37 이 순서대로 표시되면 CH 237 에러입니다.)
이동식/창호형에서 에러 확인하는 방법
※ LCD 모델 표시 방법
※ LED 모델 표시 방법
CH → 02 → CH → 02
천장형 에어컨에서 에러 확인하는 방법
LED 표시 램프
표시되는 램프의 색상은 모델에 따라 초록색 또는 빨간색이 있으며 램프의 깜빡임 수는 1,2,3- 숫자를 표시하며 깜빡임의 간격 시간에 따라 100단위, 10단위, 1단위 에러를
표시합니다.
에러를 구분하기가 힘들 수 있으며 핸드폰으로 촬영하여 반복되는 구간을 확인하면 편하게 확인이 가능합니다.
표시창 에러 표시
CH와 에러 코드 번호가 0.5초 간격으로 반복합니다.
➔
1WAY (바람 나오는 출구가 1개)이며 LED 표시램프가 1개인 제품
➔
4WAY, 2WAY (바람 나오는 출구가 4개 또는 2개)이며 LED 표시램프가 1개인 제품
➔
4WAY, 2WAY, 1WAY (바람 나오는 출구가 4개, 2개, 1개)이며 LED 표시램프가 4개인 제품
➔
1WAY (바람 나오는 출구가 1개)이며 LED 표시램프가 없는 제품(표시창이 있는 제품)
ThinQ에서 확인하는 방법
1. 홈 화면 하단의 ‘메뉴’ 탭 & '스마트 진단'을 선택해주세요.
2. 제품을 선택한 뒤 화면의 안내에 따라 스마트 진단을 진행해주세요.
3. 스마트 진단 결과를 통해 제품 상태를 상세히 확인하고 증상 및 해결책을 안내 받을 수 있어요.
4. 필요 시 고객센터 전화를 연결하여 문제를 해결해보세요.
※ 작동중 에러가 발생되면 제품 스스로 재가동후 해결이 안될 때 ThinQ 앱에서 에러를 표시합니다.(에러의 종류에 따라 바로 에러를 표시하는 경우도 있음)
이 콘텐츠는 공용으로 제작되어 구입한 제품과 다른 이미지나 내용이 포함되어 있을 수 있습니다.","VwT2CcUahgWdL8lsWAKfw.jpg, nDlenXZu5gVZjBVlM22WGg.jpg, lnpCyn1UTIhA697ZdueQ.jpg, DT1D5h5U3PpvVFsmbYa2cg.jpg, bOeOmVMzDt8vgbkb0cViFA.jpg, GTPkLUBZSOBWvFXIqbGx8A.jpg, uqoKFK0Y9C9bUZE92o9xiQ.jpg, 8kqMlBi3vG5D1S5TrFRPg.jpg, xWpwDYIlGQRwg62VdQZOag.jpg, sDj2qpRFLFCkKdufa3oXAg.jpg, q7cAbG8YVL8atY5FptqA0w.jpg",https://www.lge.co.kr/support/solutions-20154462542296?category=CT50019183&subCategory=CT50019184&categoryNm=%EC%97%90%EC%96%B4%EC%BB%A8/%ED%99%98%EA%B8%B0&subCategoryNm=2in1%20%EC%97%90%EC%96%B4%EC%BB%A8&sort=update&page=2&seq=12
2in1 에어컨,[LG 에어컨 성에][난방] 실외기에 성에가 껴요,"더 자세히 알아볼까요?
냉난방기는 난방 시에는 실내에는 더운 냉매가 순환되고 실외 쪽으로는 반대로 차가운 냉매가 순환됩니다.
실외 쪽 차가운 냉매로 인하여 성에가 발생할 수 있으며 날씨 와 습도에 따라 성에 발생량이 다를 수 있습니다.
성에 발생 시 제상 표시 와 함께 난방 기능은 잠시 멈추고 실외기에 냉매가 순환되며 성에를 자동으로 녹여줍니다.
제상 모드 작동 시에는 실외기에서 흰 연기 또는 누수가 발생됩니다.
제상이란
난방 과정에서 실외기에 누적된 성에를 녹여주는 기능입니다.
에어컨에 예열 또는 제상이 표시되며 에어컨이 잠시 동안 멈추고 실외기에서 따뜻한 바람이 나와 성에를 자동으로 녹여줍니다.
성에가 녹는 과정 중 실외기에서 수증기가 발생하거나 물이 바닥으로 떨어지는 현상도 생길 수 있습니다.
[제상 중 에어컨 동작 상태]
제상 중 에어컨 동작 상태 리스트
제상/예열 중
스탠드에어컨
벽걸이에어컨
디스플레이 표시
제상/예열표시
제상/예열 LED 점등
실내 팬
OFF
OFF
실내기 날개
설정 상태
닫힘
실외 팬
OFF
OFF
실외기 압축기
ON
ON
좌,우로 움직여 내용을 확인해 주세요.
예열/제상 확인방법
예열/제상 중 램프 표시는 모델에 따라 다를 수 있습니다.
비정상적으로 예열/제상 구간이 길어지거나 해결이 안 된 경우에는 서비스 점검받아보시길 권장 드립니다.
이 콘텐츠는 공용으로 제작되어 구입한 제품과 다른 이미지나 내용이 포함되어 있을 수 있습니다.","lZ0mFSs4wuxQcGuFrigvbw.jpg, s4jM3cdL8prDymQEWSMpUw.jpg, kZRC8Dv21rXTUMvPGDw.jpg, D4TO128E17dJ3OpBtndpRQ.jpg",https://www.lge.co.kr/support/solutions-1289473328499?category=CT50019183&subCategory=CT50019184&categoryNm=%EC%97%90%EC%96%B4%EC%BB%A8/%ED%99%98%EA%B8%B0&subCategoryNm=2in1%20%EC%97%90%EC%96%B4%EC%BB%A8&sort=update&page=15&seq=148
